time,g,°C,rssi
1/19/2021  8:11:55 PM,0.278,25,-63.5
1/19/2021  8:11:29 PM,0.105,25,-64
1/19/2021  8:11:27 PM,0.252,25,-56.5
1/19/2021  8:11:21 PM,0.112,25,-61
1/19/2021  8:11:20 PM,0.267,25,-64.5
1/19/2021  8:11:09 PM,0.112,25,-63
1/19/2021  8:11:07 PM,0.241,25,-63
1/19/2021  8:10:37 PM,0.113,26,-56
1/19/2021  8:10:35 PM,0.296,25,-59.5
1/19/2021  8:10:33 PM,0.141,25,-60
1/19/2021  8:10:32 PM,0.277,25,-64.5
1/19/2021  8:10:19 PM,0.095,25,-61
1/19/2021  8:10:17 PM,0.205,25,-64.5
1/19/2021  8:10:08 PM,0.076,25,-64.5
1/19/2021  8:10:06 PM,0.215,25,-62.5
1/19/2021  8:10:05 PM,0.398,25,-65
1/19/2021  8:10:03 PM,3.133,25,-63
1/19/2021  8:09:22 PM,0.09,26,-59.5
1/19/2021  8:09:20 PM,0.222,25,-61.5
1/19/2021  8:09:19 PM,0.575,25,-64
1/19/2021  8:09:17 PM,0.152,25,-63
1/19/2021  8:09:12 PM,0.146,25,-62.5
1/19/2021  8:09:11 PM,0.258,25,-64
1/19/2021  8:09:09 PM,0.566,25,-62.5
1/19/2021  8:09:04 PM,0.107,25,-58
1/19/2021  8:09:01 PM,0.276,25,-65
1/19/2021  8:08:35 PM,0.041,25,-64
1/19/2021  8:08:29 PM,0.158,26,-63.5
1/19/2021  8:08:28 PM,0.298,25,-63.5
1/19/2021  8:08:22 PM,0.056,25,-60.5
1/19/2021  8:08:19 PM,0.163,25,-58
1/19/2021  8:08:18 PM,0.283,25,-63
1/19/2021  8:08:14 PM,0.07,25,-60.5
1/19/2021  8:08:11 PM,0.223,25,-60
1/19/2021  8:08:10 PM,0.411,25,-61
1/19/2021  8:08:08 PM,0.155,25,-58
1/19/2021  8:08:04 PM,0.038,25,-58.5
1/19/2021  8:07:56 PM,0.155,25,-63
1/19/2021  8:07:47 PM,0.035,26,-63
1/19/2021  8:07:39 PM,0.137,25,-66
1/19/2021  8:07:35 PM,0.152,26,-66
1/19/2021  8:07:22 PM,0.051,25,-65
1/19/2021  8:07:17 PM,0.16,25,-63
1/19/2021  8:07:04 PM,0.135,25,-65
1/19/2021  8:07:02 PM,0.247,25,-64.5
1/19/2021  8:06:49 PM,0.121,25,-64.5
1/19/2021  8:06:42 PM,0.092,25,-61
1/19/2021  8:06:40 PM,0.2,25,-63.5
1/19/2021  8:06:26 PM,0.053,25,-64.5
1/19/2021  8:06:24 PM,0.176,25,-61.5
1/19/2021  8:06:15 PM,0.05,25,-64.5
1/19/2021  8:06:10 PM,0.153,25,-64.5
1/19/2021  8:06:09 PM,0.256,25,-62.5
1/19/2021  8:06:07 PM,0.942,25,-56.5
1/19/2021  8:06:06 PM,2.956,25,-60
1/19/2021  8:05:34 PM,0.037,25,-54.5
1/19/2021  8:05:23 PM,0.138,25,-59.5
1/19/2021  8:05:22 PM,0.325,26,-64.5
1/19/2021  8:05:19 PM,0.192,25,-58
1/19/2021  8:05:07 PM,0.02,25,-65.5
1/19/2021  8:04:57 PM,0.135,26,-58
1/19/2021  8:04:56 PM,0.296,25,-65
1/19/2021  8:04:46 PM,0.056,25,-64
1/19/2021  8:04:43 PM,0.172,25,-57.5
1/19/2021  8:04:39 PM,0.061,25,-61
1/19/2021  8:04:36 PM,0.185,25,-64.5
1/19/2021  8:04:34 PM,0.608,25,-63.5
1/19/2021  8:04:32 PM,2.868,25,-63
1/19/2021  8:04:09 PM,0.111,26,-59
1/19/2021  8:04:03 PM,0.091,25,-62.5
1/19/2021  8:04:01 PM,0.23,25,-61
1/19/2021  8:04:00 PM,0.752,25,-63.5
1/19/2021  8:03:39 PM,0.097,26,-65
1/19/2021  8:03:36 PM,0.241,25,-65
1/19/2021  8:03:30 PM,0.047,25,-61
1/19/2021  8:03:24 PM,0.173,25,-63.5
1/19/2021  8:03:23 PM,0.32,25,-57
1/19/2021  8:02:59 PM,0.118,26,-58.5
1/19/2021  8:02:58 PM,0.256,25,-65
1/19/2021  8:02:55 PM,0.057,25,-65
1/19/2021  8:02:51 PM,0.158,25,-64
1/19/2021  8:02:50 PM,0.357,25,-63
1/19/2021  8:02:49 PM,0.106,26,-64.5
1/19/2021  8:02:47 PM,0.223,25,-66
1/19/2021  8:02:39 PM,0.03,25,-58.5
1/19/2021  8:02:34 PM,0.136,25,-64
1/19/2021  8:02:33 PM,0.237,25,-65
1/19/2021  8:02:32 PM,0.541,25,-65
1/19/2021  8:01:52 PM,0.093,25,-71.5
1/19/2021  8:01:48 PM,0.205,25,-62.5
1/19/2021  8:01:12 PM,0.065,25,-63.5
1/19/2021  8:01:07 PM,0.175,25,-60.5
1/19/2021  8:01:06 PM,0.49,25,-63
1/19/2021  8:01:04 PM,0.171,25,-65
1/19/2021  8:01:03 PM,0.548,26,-67
1/19/2021  8:00:58 PM,0.063,25,-60.5
1/19/2021  8:00:56 PM,0.203,25,-64
1/19/2021  8:00:55 PM,0.563,25,-64.5
1/19/2021  8:00:44 PM,0.111,25,-56.5
1/19/2021  8:00:43 PM,0.282,25,-62.5
1/19/2021  8:00:33 PM,0.051,25,-58
1/19/2021  8:00:27 PM,0.152,26,-64.5
1/19/2021  8:00:18 PM,0.051,25,-64
1/19/2021  8:00:15 PM,0.155,25,-63.5
1/19/2021  8:00:14 PM,0.262,25,-64.5
1/19/2021  8:00:06 PM,0.135,25,-65
1/19/2021  7:59:23 PM,0.097,25,-62.5
1/19/2021  7:59:22 PM,0.263,25,-65
1/19/2021  7:59:19 PM,0.118,26,-63.5
1/19/2021  7:59:13 PM,0.04,26,-65
1/19/2021  7:59:09 PM,0.143,25,-58.5
1/19/2021  7:58:52 PM,0.026,25,-62.5
1/19/2021  7:58:46 PM,0.13,25,-63.5
1/19/2021  7:58:44 PM,0.565,25,-64
1/19/2021  7:58:27 PM,0.101,26,-57.5
1/19/2021  7:57:54 PM,0.097,26,-59.5
1/19/2021  7:57:53 PM,0.253,26,-65
1/19/2021  7:57:43 PM,0.095,25,-58.5
1/19/2021  7:57:41 PM,0.217,25,-54.5
1/19/2021  7:57:40 PM,0.341,25,-65
1/19/2021  7:57:06 PM,0.087,25,-61.5
1/19/2021  7:57:04 PM,0.222,25,-63
1/19/2021  7:57:03 PM,0.396,25,-63.5
1/19/2021  7:57:02 PM,0.908,26,-62.5
1/19/2021  7:56:48 PM,0.091,25,-59.5
1/19/2021  7:56:46 PM,0.22,25,-64.5
1/19/2021  7:56:45 PM,0.415,25,-64
1/19/2021  7:56:44 PM,0.798,25,-63
1/19/2021  7:56:42 PM,4.503,25,-65
1/19/2021  7:55:50 PM,0.11,25,-64.5
1/19/2021  7:55:26 PM,0.11,25,-65
1/19/2021  7:55:24 PM,0.09,25,-63.5
1/19/2021  7:55:22 PM,0.215,25,-65
1/19/2021  7:55:21 PM,0.381,26,-62.5
1/19/2021  7:54:35 PM,0.12,25,-64
1/19/2021  7:54:27 PM,0.112,25,-63.5
1/19/2021  7:54:25 PM,0.215,26,-66
1/19/2021  7:54:05 PM,0.041,26,-63.5
1/19/2021  7:53:47 PM,0.143,26,-62
1/19/2021  7:53:46 PM,0.308,26,-64.5
1/19/2021  7:53:36 PM,0.1,25,-63
1/19/2021  7:53:35 PM,0.242,26,-57.5
1/19/2021  7:53:32 PM,0.216,25,-62
1/19/2021  7:53:27 PM,0.078,25,-57
1/19/2021  7:53:25 PM,0.205,25,-64
1/19/2021  7:53:02 PM,0.078,25,-60.5
1/19/2021  7:53:01 PM,0.185,26,-64
1/19/2021  7:52:55 PM,0.043,26,-63
1/19/2021  7:52:50 PM,0.15,25,-63.5
1/19/2021  7:52:49 PM,0.293,25,-65
1/19/2021  7:52:47 PM,0.651,25,-60.5
1/19/2021  7:52:46 PM,1.376,25,-65
1/19/2021  7:52:43 PM,0.163,25,-64
1/19/2021  7:52:09 PM,0.047,25,-60
1/19/2021  7:52:02 PM,0.151,26,-59.5
1/19/2021  7:52:00 PM,0.322,26,-61.5
1/19/2021  7:51:53 PM,0.061,25,-64
1/19/2021  7:51:50 PM,0.168,25,-66
1/19/2021  7:51:49 PM,0.301,25,-60
1/19/2021  7:51:47 PM,0.27,25,-55
1/19/2021  7:51:34 PM,0.065,25,-61
1/19/2021  7:51:32 PM,0.188,26,-55
1/19/2021  7:51:12 PM,0.086,25,-56
1/19/2021  7:51:10 PM,0.046,25,-53
1/19/2021  7:51:07 PM,0.148,25,-62
1/19/2021  7:50:58 PM,0.122,26,-60.5
1/19/2021  7:50:57 PM,0.298,26,-63.5
1/19/2021  7:50:47 PM,0.035,25,-63.5
1/19/2021  7:50:40 PM,0.137,25,-57.5
1/19/2021  7:50:38 PM,0.63,25,-65.5
1/19/2021  7:50:32 PM,0.07,25,-64.5
1/19/2021  7:50:30 PM,0.173,25,-60
1/19/2021  7:50:29 PM,0.401,26,-63.5
1/19/2021  7:50:28 PM,0.667,25,-63.5
1/19/2021  7:50:16 PM,0.073,25,-63.5
1/19/2021  7:50:15 PM,0.175,25,-58.5
1/19/2021  7:50:06 PM,0.082,25,-62.5
1/19/2021  7:50:04 PM,0.193,25,-63.5
1/19/2021  7:50:03 PM,0.305,26,-63.5
1/19/2021  7:49:30 PM,0.062,26,-64
1/19/2021  7:49:28 PM,0.163,25,-59.5
1/19/2021  7:49:07 PM,0.052,25,-61.5
1/19/2021  7:49:02 PM,0.172,25,-62.5
1/19/2021  7:49:00 PM,0.395,25,-62.5
1/19/2021  7:48:59 PM,0.936,25,-63.5
1/19/2021  7:48:58 PM,0.092,25,-63
1/19/2021  7:48:55 PM,0.287,25,-62.5
1/19/2021  7:48:54 PM,0.533,26,-63
1/19/2021  7:48:50 PM,0.043,25,-55
1/19/2021  7:48:36 PM,0.148,26,-62
1/19/2021  7:48:35 PM,0.337,25,-62.5
1/19/2021  7:47:52 PM,0.101,25,-61
1/19/2021  7:47:50 PM,0.231,25,-56
1/19/2021  7:47:49 PM,0.423,25,-64
1/19/2021  7:47:48 PM,0.963,26,-58.5
1/19/2021  7:47:21 PM,0.057,25,-62.5
1/19/2021  7:47:18 PM,0.161,25,-60
1/19/2021  7:47:17 PM,0.351,25,-64
1/19/2021  7:47:15 PM,0.381,25,-62.5
1/19/2021  7:47:14 PM,1.6,26,-65
1/19/2021  7:47:06 PM,0.053,25,-63.5
1/19/2021  7:47:02 PM,0.155,26,-61.5
1/19/2021  7:47:01 PM,0.298,26,-55.5
1/19/2021  7:46:41 PM,0.092,26,-63
1/19/2021  7:46:25 PM,0.071,25,-63.5
1/19/2021  7:46:20 PM,0.417,25,-64.5
1/19/2021  7:46:15 PM,0.068,25,-61.5
1/19/2021  7:46:13 PM,0.173,25,-64
1/19/2021  7:46:11 PM,0.603,25,-56.5
1/19/2021  7:46:10 PM,1.26,25,-61
1/19/2021  7:46:04 PM,0.028,25,-58.5
1/19/2021  7:45:58 PM,0.131,25,-63
1/19/2021  7:45:57 PM,0.232,26,-60.5
1/19/2021  7:45:55 PM,0.658,25,-64
1/19/2021  7:45:51 PM,0.076,25,-64
1/19/2021  7:45:48 PM,0.183,25,-58.5
1/19/2021  7:45:11 PM,0.218,25,-55
1/19/2021  7:45:10 PM,0.42,25,-63
1/19/2021  7:45:08 PM,2.911,26,-61.5
1/19/2021  7:45:02 PM,0.03,25,-61.5
1/19/2021  7:44:55 PM,0.147,25,-62
1/19/2021  7:44:51 PM,0.146,26,-62.5
1/19/2021  7:44:20 PM,0.083,25,-64.5
1/19/2021  7:44:18 PM,0.231,25,-61.5
1/19/2021  7:43:27 PM,0.106,25,-63
1/19/2021  7:43:21 PM,0.237,25,-75
1/19/2021  7:43:20 PM,0.376,26,-74
1/19/2021  7:43:01 PM,0.166,26,-62.5
1/19/2021  7:42:52 PM,0.088,25,-64.5
1/19/2021  7:42:50 PM,0.24,25,-64
1/19/2021  7:42:49 PM,0.458,25,-64
1/19/2021  7:42:47 PM,2.721,25,-64.5
1/19/2021  7:42:24 PM,0.047,25,-65
1/19/2021  7:42:20 PM,0.152,25,-63
1/19/2021  7:42:19 PM,0.282,25,-63.5
1/19/2021  7:42:17 PM,1.415,25,-66.5
1/19/2021  7:42:08 PM,0.04,25,-63.5
1/19/2021  7:42:04 PM,0.143,25,-62
1/19/2021  7:42:03 PM,0.253,25,-65.5
1/19/2021  7:41:52 PM,0.04,25,-55.5
1/19/2021  7:41:45 PM,0.143,25,-63.5
1/19/2021  7:41:44 PM,0.266,25,-62
1/19/2021  7:41:42 PM,0.138,25,-62.5
1/19/2021  7:41:41 PM,0.246,25,-64
1/19/2021  7:41:40 PM,0.468,25,-63
1/19/2021  7:41:38 PM,2.883,25,-62.5
1/19/2021  7:41:25 PM,0.102,26,-64
1/19/2021  7:41:12 PM,0.028,25,-64.5
1/19/2021  7:41:04 PM,0.13,25,-56.5
1/19/2021  7:41:03 PM,0.262,25,-61
1/19/2021  7:41:01 PM,0.092,25,-64
1/19/2021  7:40:59 PM,0.226,25,-54.5
1/19/2021  7:40:58 PM,0.383,25,-62.5
1/19/2021  7:40:50 PM,0.137,25,-60.5
1/19/2021  7:40:49 PM,0.241,25,-64.5
1/19/2021  7:40:48 PM,0.506,25,-63.5
1/19/2021  7:40:47 PM,0.797,25,-64
1/19/2021  7:40:38 PM,0.145,25,-60
1/19/2021  7:40:37 PM,0.301,25,-66.5
1/19/2021  7:40:23 PM,0.075,25,-56.5
1/19/2021  7:40:21 PM,0.223,25,-64
1/19/2021  7:40:13 PM,0.072,25,-58
1/19/2021  7:40:11 PM,0.181,25,-56
1/19/2021  7:40:10 PM,0.331,26,-59.5
1/19/2021  7:40:00 PM,0.086,25,-63.5
1/19/2021  7:39:58 PM,0.19,25,-63.5
1/19/2021  7:39:56 PM,0.081,25,-62.5
1/19/2021  7:39:54 PM,0.2,25,-63.5
1/19/2021  7:39:53 PM,0.313,25,-63
1/19/2021  7:39:52 PM,0.568,26,-63
1/19/2021  7:39:51 PM,0.961,25,-62.5
1/19/2021  7:39:42 PM,0.122,25,-63
1/19/2021  7:39:40 PM,0.055,25,-63.5
1/19/2021  7:39:38 PM,0.16,26,-63
1/19/2021  7:39:36 PM,0.058,25,-55.5
1/19/2021  7:39:31 PM,0.167,25,-62.5
1/19/2021  7:39:30 PM,0.291,25,-63
1/19/2021  7:39:28 PM,2.195,25,-56
1/19/2021  7:39:24 PM,0.13,26,-63
1/19/2021  7:39:21 PM,0.238,25,-63.5
1/19/2021  7:38:54 PM,0.08,26,-62.5
1/19/2021  7:38:52 PM,0.286,25,-62.5
1/19/2021  7:38:46 PM,0.141,25,-63
1/19/2021  7:38:32 PM,0.115,25,-57
1/19/2021  7:38:30 PM,0.233,25,-62
1/19/2021  7:38:29 PM,0.611,25,-60
1/19/2021  7:38:28 PM,0.126,25,-63
1/19/2021  7:37:50 PM,0.126,25,-63
1/19/2021  7:37:49 PM,0.265,25,-64
1/19/2021  7:37:44 PM,0.135,26,-65.5
1/19/2021  7:37:43 PM,0.317,26,-63
1/19/2021  7:37:39 PM,0.18,25,-63
1/19/2021  7:37:36 PM,0.302,25,-64.5
1/19/2021  7:37:34 PM,2.07,25,-61
1/19/2021  7:37:29 PM,0.081,25,-56.5
1/19/2021  7:37:26 PM,0.19,25,-62.5
1/19/2021  7:37:25 PM,0.355,25,-57.5
1/19/2021  7:37:24 PM,0.652,25,-62.5
1/19/2021  7:37:23 PM,2.196,25,-66
1/19/2021  7:37:19 PM,0.085,25,-66.5
1/19/2021  7:37:16 PM,0.236,25,-64.5
1/19/2021  7:36:58 PM,0.113,25,-63.5
1/19/2021  7:36:55 PM,0.235,25,-63.5
1/19/2021  7:36:08 PM,0.121,25,-60
1/19/2021  7:36:06 PM,0.147,25,-57.5
1/19/2021  7:36:05 PM,0.307,25,-58
1/19/2021  7:36:03 PM,0.222,25,-63
1/19/2021  7:35:51 PM,0.052,25,-63
1/19/2021  7:35:48 PM,0.157,25,-57.5
1/19/2021  7:35:46 PM,0.297,25,-65
1/19/2021  7:35:45 PM,0.557,26,-65
1/19/2021  7:35:34 PM,0.076,25,-67.5
1/19/2021  7:35:32 PM,0.187,26,-58
1/19/2021  7:35:30 PM,0.043,25,-64.5
1/19/2021  7:35:23 PM,0.151,25,-59
1/19/2021  7:35:11 PM,0.126,25,-62
1/19/2021  7:35:09 PM,0.495,26,-63
1/19/2021  7:34:59 PM,0.137,25,-63
1/19/2021  7:34:36 PM,0.028,25,-64.5
1/19/2021  7:34:31 PM,0.135,25,-62
1/19/2021  7:34:30 PM,0.268,25,-63
1/19/2021  7:34:28 PM,0.43,25,-60
1/19/2021  7:34:19 PM,0.165,25,-64.5
1/19/2021  7:34:18 PM,0.056,25,-63.5
1/19/2021  7:34:14 PM,0.168,25,-64
1/19/2021  7:34:13 PM,0.372,25,-60.5
1/19/2021  7:34:09 PM,0.098,25,-62
1/19/2021  7:34:07 PM,0.322,25,-62.5
1/19/2021  7:34:00 PM,0.083,25,-62
1/19/2021  7:33:58 PM,0.186,25,-63.5
1/19/2021  7:33:55 PM,0.078,25,-63
1/19/2021  7:32:43 PM,0.073,25,-59.5
1/19/2021  7:32:41 PM,0.181,25,-63
1/19/2021  7:32:40 PM,0.321,25,-58
1/19/2021  7:32:39 PM,0.115,25,-65
1/19/2021  7:32:23 PM,0.061,25,-60
1/19/2021  7:32:20 PM,0.165,25,-63.5
1/19/2021  7:32:19 PM,0.267,25,-64
1/19/2021  7:32:02 PM,0.116,25,-63.5
1/19/2021  7:32:01 PM,0.227,25,-64.5
1/19/2021  7:31:47 PM,0.092,25,-59.5
1/19/2021  7:31:45 PM,0.253,25,-64.5
1/19/2021  7:31:43 PM,0.785,25,-63
1/19/2021  7:31:41 PM,0.06,25,-64
1/19/2021  7:31:37 PM,0.166,25,-63
1/19/2021  7:31:36 PM,0.367,25,-66
1/19/2021  7:31:29 PM,0.062,25,-65.5
1/19/2021  7:31:27 PM,0.18,25,-62.5
1/19/2021  7:31:26 PM,0.336,25,-66.5
1/19/2021  7:31:10 PM,0.096,25,-65.5
1/19/2021  7:31:08 PM,0.256,25,-55.5
1/19/2021  7:31:07 PM,0.475,25,-64
1/19/2021  7:31:06 PM,1.097,25,-65
1/19/2021  7:31:03 PM,0.158,25,-54.5
1/19/2021  7:31:02 PM,0.277,25,-64
1/19/2021  7:31:01 PM,0.683,25,-65.5
1/19/2021  7:30:58 PM,0.113,25,-64
1/19/2021  7:30:25 PM,0.107,25,-60.5
1/19/2021  7:30:17 PM,0.122,25,-65
1/19/2021  7:30:15 PM,0.572,25,-63
1/19/2021  7:30:00 PM,0.096,25,-64
1/19/2021  7:29:59 PM,0.256,25,-64.5
1/19/2021  7:29:40 PM,0.068,25,-62.5
1/19/2021  7:29:37 PM,0.171,25,-62
1/19/2021  7:29:36 PM,0.278,25,-63.5
1/19/2021  7:29:33 PM,0.295,25,-65.5
1/19/2021  7:29:32 PM,0.931,25,-61.5
1/19/2021  7:29:30 PM,0.202,25,-64
1/19/2021  7:29:29 PM,0.567,25,-66.5
1/19/2021  7:29:10 PM,0.052,25,-63
1/19/2021  7:29:06 PM,0.16,25,-59
1/19/2021  7:29:05 PM,0.316,25,-58
1/19/2021  7:29:01 PM,0.13,25,-57
1/19/2021  7:28:59 PM,0.272,25,-59
1/19/2021  7:28:58 PM,0.471,25,-55.5
1/19/2021  7:28:57 PM,2.051,25,-62
1/19/2021  7:28:40 PM,0.093,25,-65
1/19/2021  7:28:38 PM,0.232,25,-66
1/19/2021  7:28:33 PM,0.112,25,-62.5
1/19/2021  7:28:26 PM,0.086,25,-57
1/19/2021  7:28:25 PM,0.19,25,-65
1/19/2021  7:28:08 PM,0.075,25,-64.5
1/19/2021  7:28:05 PM,0.195,26,-65
1/19/2021  7:27:49 PM,0.085,26,-65
1/19/2021  7:27:47 PM,0.227,25,-62
1/19/2021  7:27:08 PM,0.122,25,-63
1/19/2021  7:27:06 PM,0.277,25,-64
1/19/2021  7:26:55 PM,0.141,25,-63
1/19/2021  7:26:53 PM,0.498,25,-64
1/19/2021  7:26:46 PM,0.113,25,-64
1/19/2021  7:26:44 PM,0.237,25,-65.5
1/19/2021  7:26:42 PM,1.717,25,-65
1/19/2021  7:26:28 PM,0.136,25,-65
1/19/2021  7:26:26 PM,0.383,25,-64.5
1/19/2021  7:26:12 PM,0.025,25,-61
1/19/2021  7:26:00 PM,0.13,25,-64
1/19/2021  7:25:57 PM,0.237,26,-64.5
1/19/2021  7:25:47 PM,0.112,25,-63
1/19/2021  7:25:45 PM,0.213,25,-58.5
1/19/2021  7:25:06 PM,0.107,25,-73
1/19/2021  7:25:04 PM,0.256,25,-59
1/19/2021  7:24:54 PM,0.056,25,-64.5
1/19/2021  7:24:50 PM,0.183,25,-63
1/19/2021  7:24:49 PM,0.362,26,-58.5
1/19/2021  7:24:48 PM,0.091,25,-63.5
1/19/2021  7:24:46 PM,0.222,26,-64
1/19/2021  7:24:43 PM,0.095,25,-62
1/19/2021  7:24:42 PM,0.208,25,-63.5
1/19/2021  7:24:15 PM,0.168,26,-62.5
1/19/2021  7:24:11 PM,0.27,25,-63.5
1/19/2021  7:24:10 PM,0.591,25,-62
1/19/2021  7:24:08 PM,1.122,25,-63
1/19/2021  7:24:06 PM,0.18,26,-65
1/19/2021  7:24:03 PM,0.036,25,-64
1/19/2021  7:23:59 PM,0.137,25,-64
1/19/2021  7:23:57 PM,0.782,25,-66
1/19/2021  7:23:23 PM,0.07,25,-61
1/19/2021  7:23:20 PM,0.176,26,-64
1/19/2021  7:23:19 PM,0.447,26,-62.5
1/19/2021  7:23:12 PM,0.083,25,-60.5
1/19/2021  7:23:10 PM,0.241,26,-66
1/19/2021  7:23:02 PM,0.115,25,-56.5
1/19/2021  7:23:01 PM,0.228,25,-64
1/19/2021  7:22:31 PM,0.071,25,-62
1/19/2021  7:22:28 PM,0.177,26,-66
1/19/2021  7:22:24 PM,0.053,25,-64
1/19/2021  7:22:21 PM,0.16,25,-64.5
1/19/2021  7:22:19 PM,0.42,25,-65.5
1/19/2021  7:22:10 PM,0.14,25,-65.5
1/19/2021  7:22:07 PM,0.571,25,-63
1/19/2021  7:21:46 PM,0.027,26,-66.5
1/19/2021  7:21:42 PM,0.131,25,-62
1/19/2021  7:21:40 PM,0.27,25,-67
1/19/2021  7:21:39 PM,0.71,25,-64.5
1/19/2021  7:21:38 PM,1.946,25,-65.5
1/19/2021  7:21:32 PM,0.138,26,-59.5
1/19/2021  7:21:31 PM,0.298,26,-64.5
1/19/2021  7:21:06 PM,0.041,25,-64.5
1/19/2021  7:21:01 PM,0.145,25,-63
1/19/2021  7:20:59 PM,0.078,25,-62.5
1/19/2021  7:20:57 PM,0.215,26,-61.5
1/19/2021  7:20:56 PM,0.596,25,-63
1/19/2021  7:20:54 PM,0.115,26,-64
1/19/2021  7:20:51 PM,0.278,25,-65
1/19/2021  7:20:09 PM,0.076,25,-59.5
1/19/2021  7:20:07 PM,0.182,26,-57.5
1/19/2021  7:20:06 PM,0.351,25,-65
1/19/2021  7:19:50 PM,0.061,25,-61.5
1/19/2021  7:19:46 PM,0.181,25,-65
1/19/2021  7:19:45 PM,0.395,25,-62
1/19/2021  7:19:43 PM,0.153,25,-63
1/19/2021  7:19:42 PM,0.281,26,-66
1/19/2021  7:19:40 PM,0.496,25,-62.5
1/19/2021  7:19:16 PM,0.086,25,-58.5
1/19/2021  7:19:14 PM,0.19,25,-67
1/19/2021  7:19:10 PM,0.176,26,-66.5
1/19/2021  7:19:09 PM,0.305,25,-66
1/19/2021  7:18:57 PM,0.113,25,-55.5
1/19/2021  7:18:55 PM,0.071,25,-63.5
1/19/2021  7:18:53 PM,0.175,25,-63
1/19/2021  7:18:51 PM,0.476,26,-64
1/19/2021  7:18:45 PM,0.1,25,-59.5
1/19/2021  7:18:43 PM,0.25,25,-64.5
1/19/2021  7:18:40 PM,0.205,25,-58
1/19/2021  7:18:39 PM,0.33,25,-64.5
1/19/2021  7:18:38 PM,0.447,26,-64.5
1/19/2021  7:17:52 PM,0.093,25,-64.5
1/19/2021  7:17:49 PM,0.217,25,-63
1/19/2021  7:17:41 PM,0.075,25,-60
1/19/2021  7:17:37 PM,0.188,25,-63.5
1/19/2021  7:17:20 PM,0.057,25,-63.5
1/19/2021  7:17:17 PM,0.171,26,-62
1/19/2021  7:17:16 PM,0.32,25,-60
1/19/2021  7:17:14 PM,0.173,25,-63.5
1/19/2021  7:17:12 PM,0.335,26,-59
1/19/2021  7:17:11 PM,0.585,25,-64
1/19/2021  7:17:09 PM,2.3,25,-68
1/19/2021  7:17:08 PM,3.696,25,-71.5
1/19/2021  7:17:04 PM,0.058,25,-66
1/19/2021  7:16:55 PM,0.175,25,-61
1/19/2021  7:16:39 PM,0.067,25,-61.5
1/19/2021  7:16:36 PM,0.177,25,-61.5
1/19/2021  7:16:33 PM,0.048,25,-59.5
1/19/2021  7:16:30 PM,0.157,25,-59
1/19/2021  7:16:29 PM,0.313,26,-60
1/19/2021  7:16:24 PM,0.105,25,-58
1/19/2021  7:16:20 PM,0.212,25,-59.5
1/19/2021  7:16:13 PM,0.071,26,-51
1/19/2021  7:16:09 PM,0.201,25,-56.5
1/19/2021  7:16:06 PM,0.062,25,-58.5
1/19/2021  7:16:05 PM,0.171,25,-60
1/19/2021  7:15:50 PM,0.041,25,-59
1/19/2021  7:15:41 PM,0.143,25,-60
1/19/2021  7:15:40 PM,0.28,26,-59.5
1/19/2021  7:15:34 PM,0.062,25,-59.5
1/19/2021  7:15:31 PM,0.176,25,-57.5
1/19/2021  7:15:30 PM,0.321,25,-59
1/19/2021  7:15:11 PM,0.107,25,-59.5
1/19/2021  7:15:09 PM,0.253,26,-59
1/19/2021  7:14:45 PM,0.083,25,-54
1/19/2021  7:14:43 PM,0.221,25,-51.5
1/19/2021  7:14:40 PM,0.07,26,-57.5
1/19/2021  7:14:38 PM,0.175,26,-59
1/19/2021  7:14:37 PM,0.676,25,-52.5
1/19/2021  7:14:11 PM,0.115,25,-55
1/19/2021  7:14:10 PM,0.261,25,-60.5
1/19/2021  7:14:01 PM,0.106,26,-60
1/19/2021  7:14:00 PM,0.216,25,-60
1/19/2021  7:13:47 PM,0.09,25,-60
1/19/2021  7:13:45 PM,0.235,25,-60
1/19/2021  7:13:44 PM,0.436,25,-57.5
1/19/2021  7:13:42 PM,2.083,25,-56.5
1/19/2021  7:13:35 PM,0.113,25,-60.5
1/19/2021  7:13:29 PM,0.137,25,-61
1/19/2021  7:13:27 PM,0.641,26,-57.5
1/19/2021  7:13:18 PM,0.081,25,-55.5
1/19/2021  7:13:16 PM,0.19,25,-59.5
1/19/2021  7:13:15 PM,0.35,25,-60.5
1/19/2021  7:13:14 PM,0.638,25,-60
1/19/2021  7:13:12 PM,3.733,26,-57
1/19/2021  7:13:11 PM,0.647,26,-59.5
1/19/2021  7:12:51 PM,0.081,26,-60.5
1/19/2021  7:12:47 PM,0.182,25,-57.5
1/19/2021  7:12:34 PM,0.052,25,-60
1/19/2021  7:12:27 PM,0.167,25,-59.5
1/19/2021  7:12:26 PM,0.321,25,-59.5
1/19/2021  7:12:25 PM,0.68,26,-60.5
1/19/2021  7:12:20 PM,0.083,25,-54
1/19/2021  7:12:16 PM,0.2,26,-61.5
1/19/2021  7:12:02 PM,0.05,26,-60
1/19/2021  7:11:58 PM,0.181,25,-59
1/19/2021  7:11:41 PM,0.076,25,-60
1/19/2021  7:11:39 PM,0.206,26,-58
1/19/2021  7:11:38 PM,0.367,25,-60
1/19/2021  7:11:36 PM,2.326,25,-61
1/19/2021  7:11:24 PM,0.058,26,-60
1/19/2021  7:11:20 PM,0.16,26,-57.5
1/19/2021  7:11:17 PM,0.29,26,-60.5
