time,g,°C,rssi
1/19/2021  9:10:35 PM,0.185,26,-58.5
1/19/2021  9:10:34 PM,0.376,25,-64.5
1/19/2021  9:10:07 PM,0.038,25,-63
1/19/2021  9:10:00 PM,0.155,25,-65.5
1/19/2021  9:09:57 PM,0.045,26,-60
1/19/2021  9:09:43 PM,0.152,26,-64.5
1/19/2021  9:09:41 PM,0.306,26,-63.5
1/19/2021  9:09:28 PM,0.116,26,-63
1/19/2021  9:09:27 PM,0.222,25,-60.5
1/19/2021  9:09:02 PM,0.093,25,-64
1/19/2021  9:08:54 PM,0.115,25,-64
1/19/2021  9:08:52 PM,0.217,25,-61
1/19/2021  9:08:44 PM,0.092,26,-55.5
1/19/2021  9:08:42 PM,0.206,25,-60.5
1/19/2021  9:08:21 PM,0.07,25,-58.5
1/19/2021  9:08:19 PM,0.177,25,-60.5
1/19/2021  9:08:18 PM,0.066,26,-65.5
1/19/2021  9:08:16 PM,0.201,25,-63
1/19/2021  9:08:11 PM,0.091,26,-61.5
1/19/2021  9:08:09 PM,0.253,25,-56.5
1/19/2021  9:08:06 PM,0.102,25,-57
1/19/2021  9:08:04 PM,0.223,25,-56
1/19/2021  9:08:03 PM,0.49,25,-64
1/19/2021  9:07:49 PM,0.14,25,-60
1/19/2021  9:06:07 PM,0.031,25,-65
1/19/2021  9:04:07 PM,0.041,25,-63
1/19/2021  9:04:00 PM,0.153,26,-58.5
1/19/2021  9:03:59 PM,0.275,26,-61
1/19/2021  9:03:58 PM,0.57,25,-65
1/19/2021  9:03:55 PM,0.233,25,-64.5
1/19/2021  9:03:53 PM,0.173,26,-65
1/19/2021  9:03:52 PM,0.423,25,-62.5
1/19/2021  9:03:24 PM,0.135,25,-60
1/19/2021  9:03:22 PM,0.253,26,-63
1/19/2021  9:03:19 PM,0.09,26,-63
1/19/2021  9:03:18 PM,0.277,26,-63.5
1/19/2021  9:03:15 PM,2.345,25,-64.5
1/19/2021  9:03:10 PM,0.147,25,-58.5
1/19/2021  9:03:09 PM,0.271,25,-63
1/19/2021  9:03:05 PM,0.067,25,-63
1/19/2021  9:03:03 PM,0.187,26,-63.5
1/19/2021  9:03:02 PM,0.367,25,-60.5
1/19/2021  9:03:00 PM,1.718,26,-61.5
1/19/2021  9:02:54 PM,0.058,25,-60.5
1/19/2021  9:02:48 PM,0.17,26,-63
1/19/2021  9:02:46 PM,0.627,26,-64.5
1/19/2021  9:02:45 PM,1.987,25,-63
1/19/2021  9:02:42 PM,0.177,25,-64.5
1/19/2021  9:02:41 PM,0.312,25,-63
1/19/2021  9:02:39 PM,1.176,25,-63
1/19/2021  9:02:38 PM,2.391,26,-63.5
1/19/2021  9:02:37 PM,5.247,25,-63.5
1/19/2021  9:02:29 PM,0.14,25,-63
1/19/2021  9:02:28 PM,0.327,25,-64
1/19/2021  9:02:27 PM,0.821,25,-63.5
1/19/2021  9:02:16 PM,0.115,26,-64
1/19/2021  9:02:08 PM,0.148,25,-62.5
1/19/2021  9:02:07 PM,0.382,25,-63
1/19/2021  9:02:05 PM,0.096,26,-63
1/19/2021  9:02:03 PM,0.275,25,-63
1/19/2021  9:02:01 PM,0.917,25,-64.5
1/19/2021  9:01:37 PM,0.132,25,-63.5
1/19/2021  9:01:33 PM,0.066,25,-63
1/19/2021  9:01:30 PM,0.175,26,-63.5
1/19/2021  9:01:25 PM,0.043,26,-63
1/19/2021  9:01:23 PM,0.15,26,-62
1/19/2021  9:01:21 PM,0.045,25,-64.5
1/19/2021  9:01:14 PM,0.155,26,-60.5
1/19/2021  9:01:13 PM,0.33,25,-61
1/19/2021  9:01:03 PM,0.07,25,-59
1/19/2021  9:01:01 PM,0.188,25,-66.5
1/19/2021  9:00:57 PM,0.043,25,-58.5
1/19/2021  9:00:48 PM,0.145,25,-56
1/19/2021  9:00:47 PM,0.328,25,-62.5
1/19/2021  9:00:36 PM,0.122,25,-64
1/19/2021  9:00:34 PM,0.393,25,-61
1/19/2021  9:00:33 PM,0.495,25,-62.5
1/19/2021  9:00:32 PM,0.898,25,-64.5
1/19/2021  9:00:30 PM,0.11,26,-64
1/19/2021  9:00:28 PM,0.228,25,-64.5
1/19/2021  9:00:09 PM,0.117,25,-65.5
1/19/2021  9:00:07 PM,0.325,25,-65
1/19/2021  8:59:27 PM,0.128,26,-62
1/19/2021  8:59:25 PM,0.317,25,-55.5
1/19/2021  8:59:24 PM,0.481,25,-63.5
1/19/2021  8:59:23 PM,1.547,25,-63
1/19/2021  8:59:19 PM,0.063,25,-63.5
1/19/2021  8:59:16 PM,0.17,25,-64
1/19/2021  8:58:37 PM,0.066,25,-62.5
1/19/2021  8:58:35 PM,0.177,25,-61.5
1/19/2021  8:58:33 PM,0.367,26,-57.5
1/19/2021  8:58:32 PM,0.763,26,-64
1/19/2021  8:57:38 PM,0.128,25,-64.5
1/19/2021  8:57:36 PM,0.236,25,-64.5
1/19/2021  8:57:35 PM,0.337,25,-61.5
1/19/2021  8:57:23 PM,0.066,25,-66
1/19/2021  8:57:21 PM,0.216,25,-65
1/19/2021  8:57:01 PM,0.07,25,-63.5
1/19/2021  8:56:58 PM,0.196,25,-58
1/19/2021  8:56:57 PM,0.435,25,-61
1/19/2021  8:56:24 PM,0.122,26,-58.5
1/19/2021  8:56:23 PM,0.237,25,-64.5
1/19/2021  8:56:08 PM,0.112,25,-63
1/19/2021  8:56:07 PM,0.267,25,-63
1/19/2021  8:56:04 PM,0.077,26,-62.5
1/19/2021  8:55:55 PM,0.078,26,-63
1/19/2021  8:55:43 PM,0.046,25,-63
1/19/2021  8:55:40 PM,0.163,25,-68
1/19/2021  8:55:07 PM,0.137,25,-60.5
1/19/2021  8:55:06 PM,0.258,25,-64
1/19/2021  8:55:05 PM,0.493,25,-65
1/19/2021  8:54:57 PM,0.126,25,-64.5
1/19/2021  8:54:43 PM,0.12,25,-65
1/19/2021  8:54:38 PM,0.106,26,-63
1/19/2021  8:54:37 PM,0.34,26,-56.5
1/19/2021  8:54:21 PM,0.057,25,-59.5
1/19/2021  8:54:19 PM,0.176,25,-58
1/19/2021  8:54:18 PM,0.315,25,-62.5
1/19/2021  8:54:17 PM,0.605,25,-59.5
1/19/2021  8:54:16 PM,1.496,25,-65.5
1/19/2021  8:54:14 PM,0.106,25,-63.5
1/19/2021  8:54:12 PM,0.207,26,-64
1/19/2021  8:54:11 PM,0.096,25,-57
1/19/2021  8:54:09 PM,0.243,25,-65
1/19/2021  8:54:06 PM,0.045,25,-57
1/19/2021  8:54:03 PM,0.165,26,-60.5
1/19/2021  8:54:02 PM,0.312,25,-63.5
1/19/2021  8:54:00 PM,0.977,25,-64
1/19/2021  8:53:58 PM,3.266,25,-62
1/19/2021  8:53:44 PM,0.088,26,-58
1/19/2021  8:53:40 PM,0.206,25,-63.5
1/19/2021  8:53:38 PM,0.515,26,-57
1/19/2021  8:53:35 PM,0.171,26,-63
1/19/2021  8:53:31 PM,0.038,25,-62
1/19/2021  8:53:28 PM,0.142,25,-60
1/19/2021  8:53:11 PM,0.027,26,-64
1/19/2021  8:53:04 PM,0.142,25,-63.5
1/19/2021  8:53:03 PM,0.328,25,-64.5
1/19/2021  8:52:31 PM,0.113,25,-61.5
1/19/2021  8:52:29 PM,0.253,25,-66
1/19/2021  8:52:21 PM,0.101,25,-63.5
1/19/2021  8:52:19 PM,0.218,25,-63
1/19/2021  8:52:18 PM,0.411,26,-64.5
1/19/2021  8:52:17 PM,0.813,26,-64
1/19/2021  8:52:10 PM,0.071,26,-60.5
1/19/2021  8:52:08 PM,0.188,25,-62.5
1/19/2021  8:51:43 PM,0.055,26,-64
1/19/2021  8:51:39 PM,0.156,25,-62.5
1/19/2021  8:51:31 PM,0.072,25,-63.5
1/19/2021  8:51:29 PM,0.185,25,-64
1/19/2021  8:51:28 PM,0.323,25,-63
1/19/2021  8:51:26 PM,0.463,26,-58
1/19/2021  8:51:25 PM,0.848,25,-61.5
1/19/2021  8:51:05 PM,0.043,25,-63.5
1/19/2021  8:50:57 PM,0.145,25,-58.5
1/19/2021  8:50:47 PM,0.062,25,-61
1/19/2021  8:50:45 PM,0.191,26,-61
1/19/2021  8:49:44 PM,0.08,26,-61.5
1/19/2021  8:49:41 PM,0.185,25,-63.5
1/19/2021  8:49:37 PM,0.037,25,-64
1/19/2021  8:49:32 PM,0.146,25,-63.5
1/19/2021  8:49:31 PM,0.338,26,-64.5
1/19/2021  8:49:05 PM,0.131,25,-56
1/19/2021  8:49:04 PM,0.25,25,-62
1/19/2021  8:48:54 PM,0.132,25,-63
1/19/2021  8:48:47 PM,0.065,25,-63
1/19/2021  8:48:45 PM,0.186,25,-65
1/19/2021  8:48:44 PM,0.325,25,-63.5
1/19/2021  8:48:40 PM,0.263,25,-64
1/19/2021  8:48:29 PM,0.088,26,-63.5
1/19/2021  8:48:27 PM,0.218,25,-64
1/19/2021  8:47:48 PM,0.048,25,-57
1/19/2021  8:47:42 PM,0.16,25,-60
1/19/2021  8:47:20 PM,0.045,25,-62.5
1/19/2021  8:47:00 PM,0.15,25,-58.5
1/19/2021  8:46:59 PM,0.261,25,-64.5
1/19/2021  8:46:25 PM,0.088,25,-63.5
1/19/2021  8:46:23 PM,0.227,25,-66
1/19/2021  8:46:21 PM,0.963,25,-64
1/19/2021  8:46:14 PM,0.131,26,-63
1/19/2021  8:46:03 PM,0.1,25,-64.5
1/19/2021  8:45:59 PM,0.14,25,-65
1/19/2021  8:45:57 PM,0.281,25,-65.5
1/19/2021  8:45:53 PM,0.237,25,-64
1/19/2021  8:45:37 PM,0.08,25,-61.5
1/19/2021  8:45:34 PM,0.37,25,-62.5
1/19/2021  8:45:32 PM,1.985,26,-63
1/19/2021  8:45:26 PM,0.041,25,-71
1/19/2021  8:45:23 PM,0.151,26,-69.5
1/19/2021  8:45:21 PM,0.256,25,-71
1/19/2021  8:45:19 PM,0.485,25,-66.5
1/19/2021  8:45:15 PM,0.133,25,-59
1/19/2021  8:45:14 PM,0.527,25,-59
1/19/2021  8:44:58 PM,0.06,25,-64.5
1/19/2021  8:44:53 PM,0.166,25,-64.5
1/19/2021  8:44:52 PM,0.372,25,-62
1/19/2021  8:44:50 PM,0.385,25,-62.5
1/19/2021  8:44:32 PM,0.113,25,-63.5
1/19/2021  8:44:24 PM,0.083,25,-61.5
1/19/2021  8:44:22 PM,0.193,25,-63
1/19/2021  8:44:19 PM,1.667,26,-60.5
1/19/2021  8:44:18 PM,2.567,25,-63.5
1/19/2021  8:43:32 PM,0.108,25,-63
1/19/2021  8:43:31 PM,0.275,25,-63.5
1/19/2021  8:43:13 PM,0.131,25,-64.5
1/19/2021  8:43:10 PM,0.467,25,-61
1/19/2021  8:42:58 PM,0.082,25,-59.5
1/19/2021  8:42:56 PM,0.212,25,-60.5
1/19/2021  8:42:55 PM,0.383,25,-61
1/19/2021  8:42:54 PM,0.796,25,-63
1/19/2021  8:42:53 PM,2.063,25,-63.5
1/19/2021  8:42:50 PM,0.047,25,-63
1/19/2021  8:42:46 PM,0.16,25,-63.5
1/19/2021  8:42:01 PM,0.121,25,-63
1/19/2021  8:41:42 PM,0.088,25,-67
1/19/2021  8:41:40 PM,0.236,25,-67.5
1/19/2021  8:41:35 PM,0.148,25,-59
1/19/2021  8:41:34 PM,0.26,25,-64.5
1/19/2021  8:41:32 PM,0.41,25,-62
1/19/2021  8:41:27 PM,0.092,25,-64.5
1/19/2021  8:40:45 PM,0.098,25,-63
1/19/2021  8:40:43 PM,0.235,25,-63.5
1/19/2021  8:40:41 PM,0.342,25,-64.5
1/19/2021  8:40:19 PM,0.08,25,-65.5
1/19/2021  8:40:17 PM,0.218,25,-63
1/19/2021  8:40:16 PM,0.42,25,-58.5
1/19/2021  8:40:02 PM,0.052,25,-63
1/19/2021  8:39:59 PM,0.175,25,-62
1/19/2021  8:39:58 PM,0.315,26,-58.5
1/19/2021  8:39:51 PM,0.053,26,-64.5
1/19/2021  8:39:43 PM,0.155,26,-62.5
1/19/2021  8:39:13 PM,0.043,25,-60
1/19/2021  8:39:04 PM,0.152,25,-61
1/19/2021  8:39:03 PM,0.396,25,-63
1/19/2021  8:39:01 PM,0.397,25,-64
1/19/2021  8:38:48 PM,0.088,25,-62.5
1/19/2021  8:38:46 PM,0.193,25,-59.5
1/19/2021  8:38:44 PM,0.516,25,-63
1/19/2021  8:38:35 PM,0.15,25,-64.5
1/19/2021  8:38:27 PM,0.033,26,-64
1/19/2021  8:38:13 PM,0.135,26,-63
1/19/2021  8:38:06 PM,0.04,25,-65.5
1/19/2021  8:38:03 PM,0.167,25,-63
1/19/2021  8:38:01 PM,0.328,25,-63
1/19/2021  8:38:00 PM,0.623,25,-64.5
1/19/2021  8:37:59 PM,1.49,25,-63.5
1/19/2021  8:37:56 PM,0.151,25,-62.5
1/19/2021  8:37:55 PM,0.312,25,-66.5
1/19/2021  8:37:38 PM,0.035,25,-63
1/19/2021  8:37:33 PM,0.15,25,-65
1/19/2021  8:37:32 PM,0.27,25,-58
1/19/2021  8:37:31 PM,0.386,25,-65
1/19/2021  8:37:27 PM,0.123,25,-56.5
1/19/2021  8:37:22 PM,0.243,25,-65
1/19/2021  8:37:00 PM,0.123,26,-63
1/19/2021  8:36:59 PM,0.333,25,-65
1/19/2021  8:36:52 PM,0.052,25,-64.5
1/19/2021  8:36:45 PM,0.163,25,-60.5
1/19/2021  8:36:43 PM,0.642,26,-63
1/19/2021  8:36:42 PM,1.698,25,-61.5
1/19/2021  8:35:45 PM,0.08,25,-58.5
1/19/2021  8:35:42 PM,0.236,25,-62.5
1/19/2021  8:35:41 PM,0.448,25,-58
1/19/2021  8:35:39 PM,2.625,25,-63.5
1/19/2021  8:34:58 PM,0.107,25,-60.5
1/19/2021  8:34:56 PM,0.241,25,-61.5
1/19/2021  8:34:55 PM,0.452,25,-61
1/19/2021  8:34:54 PM,0.792,25,-62
1/19/2021  8:34:33 PM,0.081,26,-63.5
1/19/2021  8:33:58 PM,0.048,25,-61
1/19/2021  8:33:49 PM,0.155,25,-63
1/19/2021  8:33:47 PM,0.303,26,-58.5
1/19/2021  8:33:46 PM,0.935,25,-63.5
1/19/2021  8:33:43 PM,0.257,25,-62.5
1/19/2021  8:33:16 PM,0.073,25,-61.5
1/19/2021  8:33:12 PM,0.181,25,-56
1/19/2021  8:33:01 PM,0.072,25,-65
1/19/2021  8:32:59 PM,0.187,25,-63
1/19/2021  8:32:53 PM,0.063,25,-66
1/19/2021  8:32:46 PM,0.196,25,-63
1/19/2021  8:32:45 PM,0.31,25,-64.5
1/19/2021  8:32:44 PM,0.772,25,-65
1/19/2021  8:32:42 PM,0.051,25,-64
1/19/2021  8:32:21 PM,0.153,25,-62.5
1/19/2021  8:32:20 PM,0.27,25,-57
1/19/2021  8:32:19 PM,0.481,25,-62.5
1/19/2021  8:32:17 PM,0.428,25,-62.5
1/19/2021  8:32:16 PM,0.966,25,-54.5
1/19/2021  8:32:14 PM,0.461,25,-56.5
1/19/2021  8:32:13 PM,0.202,25,-62.5
1/19/2021  8:31:55 PM,0.04,25,-66
1/19/2021  8:31:45 PM,0.143,25,-62.5
1/19/2021  8:31:44 PM,0.34,26,-54.5
1/19/2021  8:31:38 PM,0.033,25,-64.5
1/19/2021  8:31:33 PM,0.135,26,-63
1/19/2021  8:31:32 PM,0.278,25,-60
1/19/2021  8:31:15 PM,0.105,26,-59
1/19/2021  8:31:14 PM,0.216,25,-64
1/19/2021  8:30:51 PM,0.085,25,-66.5
1/19/2021  8:30:49 PM,0.227,25,-62.5
1/19/2021  8:30:47 PM,1,25,-62
1/19/2021  8:30:37 PM,0.051,25,-63.5
1/19/2021  8:30:29 PM,0.153,25,-58.5
1/19/2021  8:30:28 PM,0.38,25,-63
1/19/2021  8:30:04 PM,0.125,26,-60.5
1/19/2021  8:30:02 PM,0.256,26,-62.5
1/19/2021  8:29:55 PM,0.063,25,-62.5
1/19/2021  8:29:53 PM,0.176,25,-64
1/19/2021  8:29:52 PM,0.455,25,-59
1/19/2021  8:29:50 PM,0.076,25,-64
1/19/2021  8:29:48 PM,0.188,25,-63.5
1/19/2021  8:29:46 PM,0.76,26,-63
1/19/2021  8:29:39 PM,0.057,25,-63
1/19/2021  8:29:36 PM,0.16,26,-61.5
1/19/2021  8:29:32 PM,0.148,25,-64
1/19/2021  8:29:30 PM,0.556,25,-60
1/19/2021  8:29:28 PM,1.316,26,-64.5
1/19/2021  8:29:27 PM,0.091,25,-64
1/19/2021  8:29:21 PM,0.068,25,-62.5
1/19/2021  8:29:15 PM,0.181,25,-63.5
1/19/2021  8:29:13 PM,0.316,25,-64.5
1/19/2021  8:28:53 PM,0.061,25,-62
1/19/2021  8:28:49 PM,0.163,25,-63.5
1/19/2021  8:28:44 PM,0.073,25,-63.5
1/19/2021  8:28:34 PM,0.176,25,-59.5
1/19/2021  8:28:33 PM,0.32,25,-65
1/19/2021  8:28:31 PM,1.055,25,-63.5
1/19/2021  8:27:46 PM,0.115,25,-62.5
1/19/2021  8:27:45 PM,0.242,25,-63
1/19/2021  8:27:44 PM,0.136,25,-64.5
1/19/2021  8:27:42 PM,0.601,25,-64
1/19/2021  8:27:17 PM,0.126,25,-61
1/19/2021  8:27:14 PM,0.123,26,-61
1/19/2021  8:27:05 PM,0.04,25,-62
1/19/2021  8:26:53 PM,0.142,25,-64
1/19/2021  8:26:52 PM,0.243,25,-64
1/19/2021  8:26:51 PM,0.441,25,-63
1/19/2021  8:26:50 PM,1.063,25,-62.5
1/19/2021  8:26:41 PM,0.056,25,-63
1/19/2021  8:26:38 PM,0.17,25,-62.5
1/19/2021  8:26:37 PM,0.471,25,-64
1/19/2021  8:26:27 PM,0.125,26,-64
1/19/2021  8:26:25 PM,0.281,25,-63
1/19/2021  8:26:09 PM,0.13,25,-62.5
1/19/2021  8:26:08 PM,0.282,25,-62.5
1/19/2021  8:25:27 PM,0.111,25,-63.5
1/19/2021  8:25:21 PM,0.145,25,-62
1/19/2021  8:25:20 PM,0.286,25,-63.5
1/19/2021  8:25:18 PM,0.353,26,-58
1/19/2021  8:25:01 PM,0.093,25,-63
1/19/2021  8:24:59 PM,0.202,26,-63.5
1/19/2021  8:24:56 PM,0.077,25,-60.5
1/19/2021  8:24:53 PM,0.208,25,-63
1/19/2021  8:24:52 PM,0.431,25,-63
1/19/2021  8:24:48 PM,0.085,25,-62
1/19/2021  8:24:46 PM,0.192,26,-64
1/19/2021  8:24:45 PM,0.305,25,-63.5
1/19/2021  8:24:44 PM,0.583,25,-57.5
1/19/2021  8:24:43 PM,1.215,26,-63
1/19/2021  8:24:21 PM,0.05,25,-64.5
1/19/2021  8:24:18 PM,0.156,25,-63.5
1/19/2021  8:24:17 PM,0.278,25,-65.5
1/19/2021  8:24:15 PM,0.885,25,-64
1/19/2021  8:24:11 PM,0.178,25,-64
1/19/2021  8:24:10 PM,0.347,25,-63.5
1/19/2021  8:24:05 PM,0.088,25,-63.5
1/19/2021  8:24:03 PM,0.202,25,-60.5
1/19/2021  8:24:01 PM,0.407,25,-63
1/19/2021  8:23:59 PM,1.57,26,-63.5
1/19/2021  8:23:32 PM,0.095,25,-64
1/19/2021  8:23:30 PM,0.213,25,-60
1/19/2021  8:23:29 PM,0.49,25,-64
1/19/2021  8:23:23 PM,0.108,25,-63.5
1/19/2021  8:23:21 PM,0.26,25,-65
1/19/2021  8:23:19 PM,0.778,25,-63
1/19/2021  8:23:18 PM,1.861,25,-63.5
1/19/2021  8:23:03 PM,0.116,25,-64
1/19/2021  8:23:02 PM,0.251,25,-64
1/19/2021  8:23:01 PM,0.061,25,-63
1/19/2021  8:22:57 PM,0.167,25,-59.5
1/19/2021  8:22:16 PM,0.035,25,-57.5
1/19/2021  8:22:11 PM,0.138,25,-65
1/19/2021  8:22:10 PM,0.366,25,-57
1/19/2021  8:21:57 PM,0.083,25,-63
1/19/2021  8:21:55 PM,0.192,25,-61
1/19/2021  8:21:53 PM,0.687,25,-61.5
1/19/2021  8:21:16 PM,0.101,25,-61.5
1/19/2021  8:21:14 PM,0.223,25,-58
1/19/2021  8:21:12 PM,0.08,25,-62.5
1/19/2021  8:21:10 PM,0.187,26,-61.5
1/19/2021  8:21:09 PM,0.415,25,-63
1/19/2021  8:21:05 PM,0.147,25,-60
1/19/2021  8:20:54 PM,0.033,26,-64
1/19/2021  8:20:42 PM,0.137,25,-64.5
1/19/2021  8:20:40 PM,0.268,26,-65
1/19/2021  8:20:32 PM,0.138,26,-64.5
1/19/2021  8:20:30 PM,0.298,25,-64
1/19/2021  8:20:28 PM,0.082,26,-64.5
1/19/2021  8:20:23 PM,0.193,25,-65
1/19/2021  8:20:21 PM,0.045,25,-60.5
1/19/2021  8:20:18 PM,0.151,25,-65.5
1/19/2021  8:19:56 PM,0.098,25,-65
1/19/2021  8:19:21 PM,0.091,25,-58
1/19/2021  8:19:13 PM,0.211,25,-63
1/19/2021  8:18:43 PM,0.098,25,-59
1/19/2021  8:18:41 PM,0.225,25,-65
1/19/2021  8:18:33 PM,0.16,25,-64.5
1/19/2021  8:18:31 PM,0.465,25,-64
1/19/2021  8:18:30 PM,1.341,25,-64.5
1/19/2021  8:17:50 PM,0.108,25,-64
1/19/2021  8:17:46 PM,0.045,25,-63
1/19/2021  8:17:41 PM,0.153,25,-65
1/19/2021  8:17:39 PM,0.095,25,-64
1/19/2021  8:17:37 PM,0.215,25,-66
1/19/2021  8:17:32 PM,0.072,25,-58
1/19/2021  8:17:30 PM,0.196,25,-62.5
1/19/2021  8:17:29 PM,0.323,25,-63
1/19/2021  8:17:28 PM,0.742,25,-65.5
1/19/2021  8:17:26 PM,0.08,25,-59
1/19/2021  8:17:23 PM,0.2,25,-62.5
1/19/2021  8:17:04 PM,0.1,25,-62.5
1/19/2021  8:17:03 PM,0.212,25,-59
1/19/2021  8:17:01 PM,0.396,25,-57.5
1/19/2021  8:16:59 PM,1.485,25,-63
1/19/2021  8:16:58 PM,3.441,25,-64
1/19/2021  8:16:49 PM,0.117,26,-63.5
1/19/2021  8:16:47 PM,0.25,25,-64
1/19/2021  8:16:46 PM,0.433,25,-64.5
1/19/2021  8:16:44 PM,1.813,25,-62
1/19/2021  8:16:43 PM,0.805,25,-63
1/19/2021  8:16:42 PM,1.887,25,-66
1/19/2021  8:16:38 PM,0.117,25,-65
1/19/2021  8:16:34 PM,0.15,25,-63.5
1/19/2021  8:16:33 PM,0.28,25,-64
1/19/2021  8:16:11 PM,0.037,25,-62.5
1/19/2021  8:16:05 PM,0.141,25,-62
1/19/2021  8:16:04 PM,0.331,25,-64.5
1/19/2021  8:15:42 PM,0.048,25,-65
1/19/2021  8:15:39 PM,0.155,25,-65
1/19/2021  8:15:37 PM,0.286,25,-64
1/19/2021  8:15:20 PM,0.087,25,-66
1/19/2021  8:15:18 PM,0.24,25,-65.5
1/19/2021  8:15:15 PM,0.085,25,-61.5
1/19/2021  8:15:14 PM,0.198,25,-61
1/19/2021  8:15:12 PM,0.092,26,-61
1/19/2021  8:15:10 PM,0.237,25,-61
1/19/2021  8:15:08 PM,0.068,25,-67
1/19/2021  8:15:05 PM,0.197,25,-59.5
1/19/2021  8:15:04 PM,0.337,25,-65
1/19/2021  8:15:02 PM,1.597,25,-63.5
1/19/2021  8:14:44 PM,0.125,25,-61
1/19/2021  8:14:43 PM,0.328,26,-64
1/19/2021  8:14:18 PM,0.09,25,-65
1/19/2021  8:14:16 PM,0.242,25,-63
1/19/2021  8:14:15 PM,0.502,25,-63.5
1/19/2021  8:14:02 PM,0.091,26,-64
1/19/2021  8:14:00 PM,0.255,26,-63
1/19/2021  8:13:36 PM,0.073,25,-59
1/19/2021  8:13:34 PM,0.178,25,-64
1/19/2021  8:13:32 PM,0.563,25,-55.5
1/19/2021  8:13:18 PM,0.097,25,-61
1/19/2021  8:13:14 PM,0.202,25,-66
1/19/2021  8:13:12 PM,0.162,25,-67.5
1/19/2021  8:12:40 PM,0.045,25,-65
1/19/2021  8:12:32 PM,0.146,26,-65
1/19/2021  8:12:30 PM,0.275,26,-64.5
1/19/2021  8:12:10 PM,0.096,25,-57.5
1/19/2021  8:12:08 PM,0.205,25,-64.5
1/19/2021  8:12:07 PM,0.358,25,-57.5
1/19/2021  8:11:59 PM,0.058,25,-65.5
1/19/2021  8:11:56 PM,0.162,25,-59.5
